track_id,sampling_rate,duration
2,44100,29.976575963718822
5,44100,30.00269841269841
10,44100,29.976575963718822
140,44100,29.976575963718822
141,44100,29.976575963718822
148,44100,29.976575963718822
182,44100,30.00269841269841
190,44100,30.00269841269841
193,44100,29.976575963718822
194,44100,30.00269841269841
197,44100,29.976575963718822
200,44100,29.976575963718822
203,44100,29.976575963718822
204,44100,29.976575963718822
207,44100,29.976575963718822
210,44100,30.00269841269841
211,44100,29.976575963718822
212,44100,29.976575963718822
213,44100,29.976575963718822
255,44100,29.976575963718822
256,44100,29.976575963718822
368,44100,29.976575963718822
424,44100,29.976575963718822
459,44100,30.00269841269841
534,44100,29.976575963718822
540,44100,29.976575963718822
546,44100,29.976575963718822
574,44100,29.976575963718822
602,44100,29.976575963718822
615,44100,30.00269841269841
620,44100,29.976575963718822
621,44100,29.976575963718822
625,44100,30.00269841269841
666,44100,30.00269841269841
667,44100,29.976575963718822
676,44100,29.976575963718822
690,44100,29.976575963718822
694,44100,29.976575963718822
695,44100,29.976575963718822
704,44100,29.976575963718822
705,44100,29.976575963718822
706,44100,30.00269841269841
707,44100,29.976575963718822
708,44100,29.976575963718822
709,44100,30.00269841269841
714,44100,29.976575963718822
715,44100,29.976575963718822
716,44100,29.976575963718822
718,44100,30.00269841269841
777,44100,29.976575963718822
814,44100,29.976575963718822
821,44100,30.00269841269841
822,44100,29.976575963718822
825,44100,29.976575963718822
853,44100,30.00269841269841
890,44100,29.976575963718822
892,44100,29.976575963718822
897,44100,29.976575963718822
993,44100,30.00269841269841
995,44100,30.00269841269841
997,44100,30.00269841269841
998,44100,29.976575963718822
1039,44100,29.976575963718822
1040,44100,29.976575963718822
1066,44100,30.00269841269841
1069,44100,29.976575963718822
1073,44100,30.00269841269841
1075,44100,29.976575963718822
1082,44100,30.00269841269841
1083,44100,29.976575963718822
1087,44100,30.00269841269841
1102,44100,30.00269841269841
1193,44100,30.00269841269841
1195,44100,30.00269841269841
1196,44100,30.00269841269841
1197,44100,29.976575963718822
1249,44100,29.976575963718822
1259,44100,29.976575963718822
1270,44100,30.00269841269841
1276,44100,30.00269841269841
1277,44100,29.976575963718822
1278,44100,30.00269841269841
1417,44100,29.976575963718822
1427,44100,30.00269841269841
1443,44100,29.976575963718822
1482,44100,29.976575963718822
1510,44100,29.976575963718822
1544,44100,30.00269841269841
1642,48000,29.988979166666667
1644,48000,29.988979166666667
1649,48000,29.988979166666667
1661,48000,29.988979166666667
1663,44100,30.00269841269841
1666,44100,29.976575963718822
1673,44100,30.00269841269841
1680,44100,29.976575963718822
1681,44100,29.976575963718822
1682,44100,29.976575963718822
1683,44100,30.00269841269841
1684,44100,29.976575963718822
1685,44100,29.976575963718822
1686,44100,29.976575963718822
1687,44100,29.976575963718822
1688,44100,30.00269841269841
1689,44100,30.00269841269841
1701,44100,29.976575963718822
1702,44100,30.00269841269841
1703,44100,29.976575963718822
1704,44100,30.00269841269841
1706,44100,29.976575963718822
1720,44100,29.976575963718822
1732,44100,30.00269841269841
1733,44100,30.00269841269841
1735,44100,29.976575963718822
1736,44100,29.976575963718822
1883,44100,30.00269841269841
1891,44100,29.976575963718822
1893,44100,29.976575963718822
1924,44100,29.976575963718822
1925,44100,30.00269841269841
1929,44100,29.976575963718822
1930,44100,29.976575963718822
2012,44100,30.00269841269841
2096,44100,29.976575963718822
2097,44100,30.00269841269841
2099,44100,29.976575963718822
3263,44100,29.976575963718822
3264,44100,29.976575963718822
3265,44100,30.00269841269841
3266,44100,30.00269841269841
3270,44100,29.976575963718822
3271,44100,29.976575963718822
3272,44100,29.976575963718822
3273,44100,30.00269841269841
3274,44100,30.00269841269841
3492,44100,30.00269841269841
3532,44100,30.00269841269841
3533,44100,30.00269841269841
3534,44100,29.976575963718822
3535,44100,29.976575963718822
3537,44100,29.976575963718822
3538,44100,29.976575963718822
3573,44100,30.00269841269841
3598,44100,29.976575963718822
3624,44100,30.00269841269841
3707,44100,30.00269841269841
3708,44100,29.976575963718822
3720,44100,29.976575963718822
3721,44100,29.976575963718822
3722,44100,29.976575963718822
3724,44100,30.00269841269841
3725,44100,29.976575963718822
3761,44100,30.00269841269841
3762,44100,30.00269841269841
3763,44100,29.976575963718822
3765,44100,29.976575963718822
3766,44100,29.976575963718822
3775,44100,29.976575963718822
3776,44100,30.00269841269841
3777,44100,29.976575963718822
3778,44100,29.976575963718822
3779,44100,29.976575963718822
3832,44100,29.976575963718822
3833,44100,29.976575963718822
3840,44100,29.976575963718822
3880,44100,29.976575963718822
3895,44100,29.976575963718822
3896,44100,29.976575963718822
3904,44100,30.00269841269841
3905,44100,29.976575963718822
3906,44100,30.00269841269841
3908,44100,29.976575963718822
3909,44100,29.976575963718822
3910,44100,29.976575963718822
3911,44100,30.00269841269841
3912,44100,29.976575963718822
3913,44100,29.976575963718822
3920,44100,29.976575963718822
3921,44100,30.00269841269841
3950,44100,30.00269841269841
4013,44100,29.976575963718822
4017,44100,29.976575963718822
4022,44100,30.00269841269841
4037,44100,30.00269841269841
4066,44100,29.976575963718822
4067,44100,29.976575963718822
4068,44100,30.00269841269841
4069,44100,29.976575963718822
4070,44100,29.976575963718822
4071,44100,29.976575963718822
4072,44100,30.00269841269841
4073,44100,29.976575963718822
4074,44100,29.976575963718822
4075,44100,29.976575963718822
4076,44100,29.976575963718822
4077,44100,29.976575963718822
4078,44100,29.976575963718822
4079,44100,29.976575963718822
4080,44100,30.00269841269841
4091,44100,30.00269841269841
4092,44100,30.00269841269841
4093,44100,30.00269841269841
4094,44100,30.00269841269841
4095,44100,30.00269841269841
4096,44100,29.976575963718822
4097,44100,29.976575963718822
4098,44100,29.976575963718822
4099,44100,29.976575963718822
4100,44100,30.00269841269841
4101,44100,29.976575963718822
4102,44100,30.00269841269841
4103,44100,29.976575963718822
4108,44100,29.976575963718822
4232,44100,30.00269841269841
4233,44100,30.00269841269841
4234,44100,29.976575963718822
4235,44100,30.00269841269841
4236,44100,30.00269841269841
4239,44100,29.976575963718822
4450,44100,29.976575963718822
4507,44100,30.00269841269841
4508,44100,30.00269841269841
4509,44100,30.00269841269841
4510,44100,29.976575963718822
4511,44100,30.00269841269841
4519,44100,29.976575963718822
4520,44100,30.00269841269841
4521,44100,30.00269841269841
4522,44100,29.976575963718822
4682,44100,29.976575963718822
4684,44100,30.00269841269841
4685,44100,29.976575963718822
4688,44100,30.00269841269841
4777,44100,29.976575963718822
4778,44100,30.00269841269841
4779,44100,30.00269841269841
4780,44100,29.976575963718822
4781,44100,29.976575963718822
4782,44100,30.00269841269841
4784,44100,29.976575963718822
4785,44100,30.00269841269841
4786,44100,30.00269841269841
4787,44100,30.00269841269841
4788,44100,30.00269841269841
4799,44100,30.00269841269841
4835,44100,30.00269841269841
4836,44100,30.00269841269841
4838,44100,29.976575963718822
4846,44100,29.976575963718822
4848,44100,29.976575963718822
4849,44100,29.976575963718822
